,Symbol,api_industry
3369,IPX,financial_markets
3370,IPXX,ipo
3371,IPXXU,ipo
3372,IRAA,ipo
3373,IRAAW,ipo
3374,IRBT,technology
3375,IRDM,technology
3376,IRIX,life_sciences
3377,IRMD,life_sciences
3378,IRON,life_sciences
3379,IROQ,financial_markets
3380,IRTC,life_sciences
3381,IRWD,life_sciences
3382,ISPC,manufacturing
3383,ISPO,ipo
3384,ISPOW,ipo
3385,ISRG,life_sciences
3386,ISRL,ipo
3387,ISRLW,ipo
3388,ISSC,technology
3389,ISTR,financial markets
3390,ISUN,manufacturing
3391,ITAQ,life_sciences
3392,ITAQU,life_sciences
3393,ITAQW,life_sciences
3394,ITCI,life_sciences
3395,ITI,technology
3396,ITIC,financial_markets
3397,ITOS,life_sciences
3398,ITRI,technology
3399,IVAC,manufacturing
3400,IVCP,ipo
3401,IVDA,technology
3402,IVDAW,technology
3403,IVP,financial_markets
3404,IVVD,life_sciences
3405,IZEA,technology
3406,JACK,retail_wholesale
3407,JAGX,life_sciences
3408,JAKK,retail_wholesale
3409,JAMF,technology
3410,JAN,real_estate
3411,JANX,life_sciences
3412,JAQC,ipo
3413,JAQCU,ipo
3414,JBHT,energy_transportation
3415,JBLU,energy_transportation
3416,JBSS,life_sciences
3417,JCTCF,retail_wholesale
3418,JEWL,retail_wholesale
3419,JGGC,ipo
3420,JGGCR,ipo
3421,JGGCU,ipo
3422,JGGCW,ipo
3423,JJSF,life_sciences
3424,JKHY,technology
3425,JMSB,financial markets
3426,JOAN,retail_wholesale
3427,JOUT,retail_wholesale
3428,JRSH,retail_wholesale
3429,JSM,finance
3430,JSPR,life_sciences
3431,JSPRW,life_sciences
3432,JUPW,life_sciences
3433,JUPWW,life_sciences
3434,JVA,manufacturing
3435,JYNT,economy_macro
3436,KA,life_sciences
3437,KALA,life_sciences
3438,KALU,manufacturing
3439,KBNT,technology
3440,KDP,retail_wholesale
3441,KE,technology
3442,KELYA,technology
3443,KELYB,technology
3444,KEQU,life_sciences
3445,KERN,technology
3446,KERNW,technology
3447,KFFB,financial_markets
3448,KFRC,technology
3449,KHC,manufacturing
3450,KIDS,life_sciences
3451,KINS,financial_markets
3452,KIRK,retail_wholesale
3453,KITT,manufacturing
3454,KLAC,technology
3455,KLTR,technology
3456,KLXE,energy_transportation
3457,KNSA,life_sciences
3458,KNTE,life_sciences
3459,KOD,life_sciences
3460,KOPN,manufacturing
3461,KOSS,technology
3462,KPLT,financial_markets
3463,KPLTW,financial_markets
3464,KPRX,life_sciences
3465,KPTI,life_sciences
3466,KRMD,life_sciences
3467,KRNL,ipo
3468,KRNLU,ipo
3469,KRNLW,ipo
3470,KRNY,financial_markets
3471,KROS,life_sciences
3472,KRT,manufacturing
3473,KRTX,life_sciences
3474,KRUS,retail_wholesale
3475,KRYS,life_sciences
3476,KSCP,technology
3477,KTCC,technology
3478,KTOS,manufacturing
3479,KTRA,life_sciences
3480,KTTA,life_sciences
3481,KTTAW,life_sciences
3482,KURA,life_sciences
3483,KVHI,retail_wholesale
3484,KVSA,life_sciences
3485,KYCH,ipo
3486,KYCHW,ipo
3487,KZR,life_sciences
3488,LAB,life_sciences
3489,LAKE,manufacturing
3490,LAMR,real_estate
3491,LANC,manufacturing
3492,LAND,real_estate
3493,LANDM,real_estate
3494,LANDO,real_estate
3495,LANDP,real_estate
3496,LARK,financial markets
3497,LASE,manufacturing
3498,LASR,manufacturing
3499,LAZR,technology
3500,LAZY,retail_wholesale
3501,LBAI,financial markets
3502,LBBB,ipo
3503,LBBBU,ipo
3504,LBBBW,ipo
3505,LBC,financial markets
3506,LBPH,life_sciences
3507,LBRDA,technology
3508,LBRDK,technology
3509,LBRDP,technology
3510,LCA,ipo
3511,LCAHU,ipo
3512,LCAHW,ipo
3513,LCID,manufacturing
3514,LCNB,financial markets
3515,LCUT,manufacturing
3516,LDWY,technology
3517,LE,retail_wholesale
3518,LECO,manufacturing
3519,LEE,economy_macro
3520,LEGH,real_estate
3521,LEGN,life_sciences
3522,LESL,financial_markets
3523,LFAC,ipo
3524,LFACU,ipo
3525,LFACW,ipo
3526,LFCR,life_sciences
3527,LFLY,technology
3528,LFLYW,technology
3529,LFMD,life_sciences
3530,LFMDP,life_sciences
3531,LFST,life_sciences
3532,LFUS,technology
3533,LFVN,life_sciences
3534,LGIH,real_estate
3535,LGMK,manufacturing
3536,LGND,life_sciences
3537,LGSTU,ipo
3538,LGSTW,ipo
3539,LIAN,life_sciences
3540,LIBY,ipo
3541,LIBYW,ipo
3542,LIDR,manufacturing
3543,LIDRW,manufacturing
3544,LIFE,life_sciences
3545,LIFW,technology
3546,LIFWW,technology
3547,LIFWZ,technology
3548,LILA,technology
3549,LILAK,technology
3550,LIND,energy_transportation
3551,LINK,manufacturing
3552,LIPO,life_sciences
3553,LITE,technology
3554,LIVE,retail_wholesale
3555,LIXT,life_sciences
3556,LIXTW,life_sciences
3557,LKFN,financial markets
3558,LKQ,manufacturing
3559,LLYVA,technology
3560,LLYVK,technology
3561,LMAT,life_sciences
3562,LMB,real_estate
3563,LMFA,finance
3564,LMNR,manufacturing
3565,LNSR,life_sciences
3566,LNT,energy_transportation
3567,LNTH,life_sciences
3568,LNW,technology
3569,LNZA,life_sciences
3570,LNZAW,life_sciences
3571,LOAN,real_estate
3572,LOCO,retail_wholesale
3573,LOGI,technology
3574,LOVE,retail_wholesale
3575,LPCN,life_sciences
3576,LPLA,finance
3577,LPRO,finance
3578,LPSN,technology
3579,LPTH,manufacturing
3580,LPTX,life_sciences
3581,LQDA,life_sciences
3582,LQDT,technology
3583,LRCX,manufacturing
3584,LRFC,finance
3585,LRMR,life_sciences
3586,LSBK,financial_markets
3587,LSCC,manufacturing
3588,LSEA,real_estate
3589,LSEAW,real_estate
3590,LSTA,life_sciences
3591,LSTR,energy_transportation
3592,LSXMA,technology
3593,LSXMB,technology
3594,LSXMK,technology
3595,LTBR,technology
3596,LTRN,life_sciences
3597,LTRPA,technology
3598,LTRPB,technology
3599,LTRX,technology
3600,LTRY,technology
3601,LTRYW,technology
3602,LUCD,life_sciences
3603,LUCY,manufacturing
3604,LUCYW,manufacturing
3605,LUMO,life_sciences
3606,LUNA,life_sciences
3607,LUNG,manufacturing
3608,LUNR,manufacturing
3609,LUNRW,manufacturing
3610,LUXH,real_estate
3611,LVLU,retail_wholesale
3612,LVO,retail_wholesale
3613,LVOX,technology
3614,LWAY,manufacturing
3615,LWLG,manufacturing
3616,LXRX,life_sciences
3617,LYEL,life_sciences
3618,LYFT,technology
3619,LYRA,life_sciences
3620,LYTS,real_estate
3621,LZ,technology
3622,MACA,ipo
3623,MACAU,ipo
3624,MACK,life_sciences
3625,MAMA,life_sciences
3626,MANH,technology
3627,MAPS,technology
3628,MAPSW,retail_wholesale
3629,MAQC,ipo
3630,MAQCU,ipo
3631,MAQCW,ipo
3632,MAR,real_estate
3633,MARA,technology
3634,MARK,technology
3635,MARPS,energy_transportation
3636,MARX,ipo
3637,MARXR,ipo
3638,MARXU,ipo
3639,MASI,life_sciences
3640,MASS,life_sciences
3641,MAT,retail_wholesale
3642,MATW,manufacturing
3643,MAYS,real_estate
3644,MBCN,financial markets
3645,MBIN,financial markets
3646,MBINM,financial markets
3647,MBINN,financial markets
3648,MBINO,financial markets
3649,MBINP,financial markets
3650,MBIO,life_sciences
3651,MBNKP,finance
3652,MBRX,life_sciences
3653,MBTC,ipo
3654,MBTCU,ipo
3655,MBUU,energy_transportation
3656,MBWM,financial markets
3657,MCAA,ipo
3658,MCAAW,ipo
3659,MCAC,ipo
3660,MCACR,ipo
3661,MCACU,ipo
3662,MCACW,ipo
3663,MCAF,ipo
3664,MCAFR,ipo
3665,MCAG,ipo
3666,MCAGR,ipo
3667,MCAGU,ipo
3668,MCBC,financial markets
3669,MCBS,financial markets
3670,MCFT,energy_transportation
3671,MCHP,manufacturing
3672,MCHX,technology
3673,MCOM,technology
3674,MCOMW,technology
3675,MCRB,life_sciences
3676,MCRI,real_estate
3677,MCVT,finance
3678,MDB,technology
3679,MDGL,life_sciences
3680,MDIA,technology
3681,MDLZ,manufacturing
3682,MDRR,real_estate
3683,MDRRP,real_estate
3684,MDRX,technology
3685,MDVL,retail_wholesale
3686,MDWT,financial_markets
3687,MDXG,life_sciences
3688,ME,manufacturing
3689,MEDP,life_sciences
3690,MEDS,life_sciences
3691,MEIP,life_sciences
3692,MESA,energy_transportation
3693,META,technology
3694,METC,energy_transportation
3695,METCB,energy_transportation
3696,METCL,energy_transportation
3697,MFIC,finance
3698,MFIN,finance
3699,MGAM,retail_wholesale
3700,MGEE,energy_transportation
3701,MGNI,technology
3702,MGNX,life_sciences
3703,MGOL,technology
3704,MGPI,retail_wholesale
3705,MGRC,financial_markets
3706,MGRM,life_sciences
3707,MGRX,technology
3708,MGTA,life_sciences
3709,MGTX,life_sciences
3710,MGYR,financial_markets
3711,MICS,technology
3712,MIDD,manufacturing
3713,MIND,manufacturing
3714,MINDP,manufacturing
3715,MINM,technology
3716,MIRM,life_sciences
3717,MIRO,life_sciences
3718,MITA,ipo
3719,MITAU,ipo
3720,MITK,technology
3721,MKSI,manufacturing
3722,MKTW,technology
3723,MKTX,finance
3724,MKUL,real_estate
3725,MLAB,manufacturing
3726,MLGO,technology
3727,MLKN,retail_wholesale
3728,MLTX,life_sciences
3729,MLYS,life_sciences
3730,MMAT,manufacturing
3731,MMLP,energy_transportation
3732,MMSI,life_sciences
3733,MNKD,life_sciences
3734,MNOV,life_sciences
3735,MNPR,life_sciences
3736,MNRO,retail_wholesale
3737,MNSB,financial markets
3738,MNSBP,financial markets
3739,MNST,retail_wholesale
3740,MNTK,energy_transportation
3741,MNTS,manufacturing
3742,MNTSW,manufacturing
3743,MNTX,manufacturing
3744,MOBQ,technology
3745,MOBQW,technology
3746,MOBV,ipo
3747,MOBVU,ipo
3748,MODD,manufacturing
3749,MOFG,financial markets
3750,MOND,energy_transportation
3751,MORF,life_sciences
3752,MORN,finance
3753,MOVE,life_sciences
3754,MPAA,manufacturing
3755,MPB,financial markets
3756,MPRA,ipo
3757,MPRAW,ipo
3758,MPWR,manufacturing
3759,MQ,technology
3760,MRAI,life_sciences
3761,MRAM,manufacturing
3762,MRBK,financial markets
3763,MRCC,finance
3764,MRIN,technology
3765,MRKR,life_sciences
3766,MRNA,life_sciences
3767,MRNS,life_sciences
3768,MRSN,life_sciences
3769,MRTN,energy_transportation
3770,MRTX,life_sciences
3771,MRVI,life_sciences
3772,MRVL,manufacturing
3773,MSBI,financial markets
3774,MSBIP,financial markets
3775,MSEX,energy_transportation
3776,MSFT,technology
3777,MSGM,technology
3778,MSSA,ipo
3779,MSSAU,ipo
3780,MSTR,technology
3781,MTCH,technology
3782,MTEM,life_sciences
3783,MTRX,real_estate
3784,MTRYU,ipo
3785,MTRYW,ipo
3786,MTSI,manufacturing
3787,MTTR,technology
3788,MU,manufacturing
3789,MULN,manufacturing
3790,MURF,life_sciences
3791,MURFW,life_sciences
3792,MVBF,financial markets
3793,MVIS,manufacturing
3794,MVLA,technology
3795,MVST,manufacturing
3796,MVSTW,manufacturing
3797,MXCT,life_sciences
3798,MXL,manufacturing
3799,MYFW,financial markets
3800,MYGN,life_sciences
3801,MYMD,life_sciences
3802,MYPS,technology
3803,MYPSW,technology
3804,MYRG,real_estate
3805,NAOV,manufacturing
3806,NARI,life_sciences
3807,NATH,retail_wholesale
3808,NATI,technology
3809,NATR,life_sciences
3810,NAUT,life_sciences
3811,NAVI,finance
3812,NB,manufacturing
3813,NBIX,life_sciences
3814,NBN,financial markets
3815,NBSE,life_sciences
3816,NBST,ipo
3817,NBSTU,ipo
3818,NBTB,financial markets
3819,NCAC,ipo
3820,NCACU,ipo
3821,NCMI,technology
3822,NCNO,technology
3823,NCPL,finance
3824,NCPLW,finance
3825,NCSM,energy_transportation
3826,NDAQ,finance
3827,NDLS,retail_wholesale
3828,NDRA,life_sciences
3829,NDSN,manufacturing
3830,NECB,financial_markets
3831,NEO,manufacturing
3832,NEOG,life_sciences
3833,NEOV,manufacturing
3834,NEOVW,manufacturing
3835,NEPH,life_sciences
3836,NERV,life_sciences
3837,NEWT,financial markets
3838,NEWTI,financial markets
3839,NEWTL,financial markets
3840,NEWTZ,financial markets
3841,NEXI,life_sciences
3842,NEXT,energy_transportation
3843,NFBK,financial_markets
3844,NFE,energy_transportation
3845,NFLX,technology
3846,NFTG,technology
3847,NGM,life_sciences
3848,NHTC,retail_wholesale
3849,NIOBW,manufacturing
3850,NIR,technology
3851,NKLA,manufacturing
3852,NKSH,financial markets
3853,NKTR,life_sciences
3854,NKTX,life_sciences
3855,NMFC,finance
3856,NMIH,financial_markets
3857,NMRK,real_estate
3858,NMTC,life_sciences
3859,NN,manufacturing
3860,NNAVW,manufacturing
3861,NNBR,manufacturing
3862,NODK,financial_markets
3863,NOGN,technology
3864,NOGNW,technology
3865,NOTV,life_sciences
3866,NOVT,manufacturing
3867,NPCE,life_sciences
3868,NRAC,ipo
3869,NRACU,ipo
3870,NRACW,ipo
3871,NRBO,life_sciences
3872,NRC,life_sciences
3873,NRDS,technology
3874,NRIM,financial_markets
3875,NRIX,life_sciences
3876,NRXP,life_sciences
3877,NRXPW,life_sciences
3878,NSIT,retail_wholesale
3879,NSSC,technology
3880,NSTG,life_sciences
3881,NSTS,financial_markets
3882,NSYS,manufacturing
3883,NTAP,technology
3884,NTCT,technology
3885,NTGR,technology
3886,NTIC,manufacturing
3887,NTLA,life_sciences
3888,NTNX,technology
3889,NTRA,life_sciences
3890,NTRB,manufacturing
3891,NTRBW,manufacturing
3892,NTRS,financial markets
3893,NTRSO,financial markets
3894,NTWK,technology
3895,NUBI,ipo
3896,NUBIW,ipo
3897,NURO,life_sciences
3898,NUTX,retail_wholesale
3899,NUVL,life_sciences
3900,NUWE,life_sciences
3901,NUZE,retail_wholesale
3902,NVAC,life_sciences
3903,NVACR,life_sciences
3904,NVACW,life_sciences
3905,NVAX,life_sciences
3906,NVDA,manufacturing
3907,NVEC,manufacturing
3908,NVEE,retail_wholesale
3909,NVFY,real_estate
3910,NVIV,life_sciences
3911,NVNO,life_sciences
3912,NVOS,manufacturing
3913,NVTS,manufacturing
3914,NWBI,financial markets
3915,NWE,energy_transportation
3916,NWFL,financial markets
3917,NWL,manufacturing
3918,NWLI,financial_markets
3919,NWPX,financial_markets
3920,NWS,economy_macro
3921,NWSA,economy_macro
3922,NXGL,life_sciences
3923,NXGN,technology
3924,NXL,life_sciences
3925,NXLIW,life_sciences
3926,NXPL,technology
3927,NXPLW,technology
3928,NXST,technology
3929,NXT,manufacturing
3930,NXTC,life_sciences
3931,NXTP,finance
3932,NXU,retail_wholesale
3933,NYMT,real_estate
3934,NYMTL,real_estate
3935,NYMTM,real_estate
3936,NYMTN,real_estate
3937,NYMTZ,real_estate
3938,OABI,life_sciences
3939,OB,manufacturing
3940,OBLG,technology
3941,OBT,financial markets
3942,OCAX,ipo
3943,OCAXU,ipo
3944,OCAXW,ipo
3945,OCC,technology
3946,OCCI,retail_wholesale
3947,OCCIN,retail_wholesale
3948,OCCIO,retail_wholesale
3949,OCEA,life_sciences
3950,OCEAW,life_sciences
3951,OCFC,financial_markets
3952,OCFCP,financial_markets
3953,OCGN,life_sciences
3954,OCSL,finance
3955,OCUL,life_sciences
3956,OCUP,life_sciences
3957,OCX,life_sciences
3958,ODFL,energy_transportation
3959,ODP,financial_markets
3960,OESX,real_estate
3961,OFLX,manufacturing
3962,OFS,finance
3963,OHAA,ipo
3964,OHAAW,ipo
3965,OKTA,technology
3966,OLB,technology
3967,OLED,technology
3968,OLIT,ipo
3969,OLITW,ipo
3970,OLLI,real_estate
3971,OLMA,life_sciences
3972,OLPX,manufacturing
3973,OM,life_sciences
3974,OMCL,manufacturing
3975,OMER,life_sciences
3976,OMEX,energy_transportation
3977,OMGA,life_sciences
3978,OMIC,life_sciences
3979,OMQS,technology
3980,ON,manufacturing
3981,ONB,financial markets
3982,ONBPO,financial markets
3983,ONBPP,financial markets
3984,ONCT,life_sciences
3985,ONDS,technology
3986,ONEW,retail_wholesale
3987,ONFO,technology
3988,ONFOW,technology
3989,ONTX,life_sciences
3990,ONVO,life_sciences
3991,ONYX,ipo
3992,OPAL,energy_transportation
3993,OPBK,financial markets
3994,OPCH,life_sciences
3995,OPEN,real_estate
3996,OPGN,life_sciences
3997,OPHC,financial markets
3998,OPI,real_estate
3999,OPINL,real_estate
4000,OPK,life_sciences
4001,OPOF,financial markets
4002,OPRT,finance
4003,OPRX,technology
4004,OPTN,life_sciences
4005,OPXS,technology
4006,ORGN,life_sciences
4007,ORGNW,life_sciences
4008,ORGO,life_sciences
4009,ORGS,life_sciences
4010,ORIC,life_sciences
4011,ORLY,retail_wholesale
4012,ORRF,financial markets
4013,OSA,life_sciences
4014,OSAAW,life_sciences
4015,OSBC,financial markets
4016,OSIS,manufacturing
4017,OSPN,technology
4018,OSS,manufacturing
4019,OSTK,retail_wholesale
4020,OSUR,life_sciences
4021,OTEC,ipo
4022,OTECU,ipo
4023,OTLK,life_sciences
4024,OTRK,life_sciences
4025,OTRKP,life_sciences
4026,OTTR,energy_transportation
4027,OVBC,financial markets
4028,OVID,life_sciences
4029,OVLY,financial markets
4030,OXLC,finance
4031,OXLCL,finance
4032,OXLCM,finance
4033,OXLCN,finance
4034,OXLCO,finance
4035,OXLCP,finance
4036,OXLCZ,finance
4037,OXSQ,ipo
4038,OXSQL,retail_wholesale
4039,OXSQZ,ipo
4040,OZK,financial markets
4041,OZKAP,financial markets
4042,PAA,energy_transportation
4043,PACB,life_sciences
4044,PACW,financial markets
4045,PACWP,financial markets
4046,PAGP,energy_transportation
4047,PAHC,life_sciences
4048,PALI,life_sciences
4049,PALT,technology
4050,PANL,energy_transportation
4051,PANW,technology
4052,PARA,technology
4053,PARAA,technology
4054,PARAP,technology
4055,PASG,life_sciences
4056,PATI,energy_transportation
4057,PATK,manufacturing
4058,PAVM,life_sciences
4059,PAVMZ,life_sciences
4060,PAYO,technology
4061,PAYOW,technology
4062,PAYS,technology
4063,PAYX,financial_markets
4064,PBAX,technology
4065,PBAXU,technology
4066,PBAXW,technology
4067,PBBK,finance
4068,PBFS,finance
4069,PBHC,financial markets
4070,PBLA,life_sciences
4071,PBPB,retail_wholesale
4072,PBYI,life_sciences
4073,PCAR,manufacturing
4074,PCB,financial markets
4075,PCCT,ipo
4076,PCCTU,ipo
4077,PCH,real_estate
4078,PCRX,life_sciences
4079,PCSA,life_sciences
4080,PCT,real_estate
4081,PCTI,retail_wholesale
4082,PCTTU,real_estate
4083,PCTTW,real_estate
4084,PCTY,technology
4085,PCVX,life_sciences
4086,PCYG,technology
4087,PCYO,energy_transportation
4088,PDCO,life_sciences
4089,PDEX,life_sciences
4090,PDFS,technology
4091,PDSB,life_sciences
4092,PEBK,financial markets
4093,PEBO,financial markets
4094,PECO,real_estate
4095,PEGA,technology
4096,PEGR,ipo
4097,PEGY,technology
4098,PENN,real_estate
4099,PEP,retail_wholesale
4100,PEPG,life_sciences
4101,PEPL,ipo
4102,PEPLU,ipo
4103,PESI,real_estate
4104,PET,technology
4105,PETQ,life_sciences
4106,PETS,retail_wholesale
4107,PETV,life_sciences
4108,PETVW,life_sciences
4109,PETWW,technology
4110,PEV,manufacturing
4111,PFBC,financial markets
4112,PFC,financial markets
4113,PFG,financial_markets
4114,PFIE,manufacturing
4115,PFIN,manufacturing
4116,PFIS,financial markets
4117,PFMT,retail_wholesale
4118,PFSW,technology
4119,PFTA,ipo
4120,PFTAW,ipo
4121,PFX,finance
4122,PFXNZ,finance
4123,PGC,finance
4124,PGEN,life_sciences
4125,PGNY,life_sciences
4126,PHAT,life_sciences
4127,PHIO,life_sciences
4128,PI,manufacturing
4129,PIII,life_sciences
4130,PIIIW,life_sciences
4131,PIK,retail_wholesale
4132,PINC,retail_wholesale
4133,PIXY,financial_markets
4134,PKBK,financial markets
4135,PKOH,retail_wholesale
4136,PLAB,manufacturing
4137,PLAY,technology
4138,PLBC,finance
4139,PLBY,retail_wholesale
4140,PLCE,retail_wholesale
4141,PLL,energy_transportation
4142,PLMI,ipo
4143,PLMIU,ipo
4144,PLMIW,ipo
4145,PLMR,financial_markets
4146,PLPC,real_estate
4147,PLRX,life_sciences
4148,PLSE,life_sciences
4149,PLTN,ipo
4150,PLTNR,ipo
4151,PLTNW,ipo
4152,PLUG,manufacturing
4153,PLUS,retail_wholesale
4154,PLXS,technology
4155,PMCB,life_sciences
4156,PMD,life_sciences
4157,PMGM,ipo
4158,PMGMU,life_sciences
4159,PMGMW,ipo
4160,PMTS,finance
4161,PNBK,financial markets
4162,PNFP,financial markets
4163,PNFPP,financial markets
4164,PNRG,energy_transportation
4165,PNT,life_sciences
4166,PNTG,life_sciences
4167,POAI,life_sciences
4168,POCI,life_sciences
4169,PODD,life_sciences
4170,POLA,manufacturing
4171,POOL,manufacturing
4172,POWI,manufacturing
4173,POWL,technology
4174,POWW,manufacturing
4175,POWWP,manufacturing
4176,PPBI,financial markets
4177,PPC,retail_wholesale
4178,PPIH,energy_transportation
4179,PPSI,technology
4180,PPYA,ipo
4181,PPYAU,ipo
4182,PPYAW,ipo
4183,PRAA,finance
4184,PRAX,life_sciences
4185,PRCH,technology
4186,PRCT,life_sciences
4187,PRFT,technology
4188,PRGS,technology
4189,PRLH,ipo
4190,PRLHW,ipo
4191,PROK,life_sciences
4192,PROV,financial_markets
4193,PRPH,life_sciences
4194,PRPL,real_estate
4195,PRPO,life_sciences
4196,PRSO,manufacturing
4197,PRSR,ipo
4198,PRSRU,ipo
4199,PRSRW,ipo
4200,PRST,technology
4201,PRSTW,technology
4202,PRTA,life_sciences
4203,PRTC,life_sciences
4204,PRTH,technology
4205,PRTK,life_sciences
4206,PRTS,retail_wholesale
4207,PRVA,retail_wholesale
4208,PSEC,finance
4209,PSMT,real_estate
4210,PSNL,life_sciences
4211,PSTV,life_sciences
4212,PSTX,life_sciences
4213,PTC,technology
4214,PTCT,life_sciences
4215,PTEN,energy_transportation
4216,PTGX,life_sciences
4217,PTHR,ipo
4218,PTHRU,ipo
4219,PTHRW,ipo
4220,PTIX,life_sciences
4221,PTIXW,life_sciences
4222,PTLO,retail_wholesale
4223,PTMN,finance
4224,PTON,retail_wholesale
4225,PTPI,life_sciences
4226,PTRS,financial markets
4227,PTSI,energy_transportation
4228,PTVE,manufacturing
4229,PTWO,ipo
4230,PTWOW,ipo
4231,PUBM,technology
4232,PUCK,ipo
4233,PUCKU,ipo
4234,PUCKW,ipo
4235,PULM,life_sciences
4236,PVBC,finance
4237,PWFL,technology
4238,PWOD,financial markets
4239,PWP,finance
4240,PWUP,ipo
4241,PWUPU,ipo
4242,PWUPW,ipo
4243,PXLW,manufacturing
4244,PYCR,technology
4245,PYPL,technology
4246,PYXS,life_sciences
4247,PZZA,retail_wholesale
4248,QCOM,retail_wholesale
4249,QCRH,financial markets
4250,QDEL,life_sciences
4251,QDRO,ipo
4252,QDROW,ipo
4253,QLGN,life_sciences
4254,QLYS,technology
4255,QMCO,technology
4256,QNCX,life_sciences
4257,QNST,technology
4258,QOMO,ipo
4259,QQQX,finance
4260,QRHC,real_estate
4261,QRTEA,retail_wholesale
4262,QRTEB,retail_wholesale
4263,QRTEP,retail_wholesale
4264,QRVO,manufacturing
4265,QSI,life_sciences
4266,QSIAW,life_sciences
4267,QTRX,life_sciences
4268,QUBT,manufacturing
4269,QUIK,manufacturing
4270,RADI,technology
4271,RAIL,energy_transportation
4272,RAIN,life_sciences
4273,RAND,finance
4274,RAPT,life_sciences
4275,RARE,life_sciences
4276,RAVE,retail_wholesale
4277,RBB,financial markets
4278,RBBN,technology
4279,RBCAA,financial markets
4280,RBKB,financial markets
4281,RCAC,ipo
4282,RCACU,ipo
4283,RCACW,ipo
4284,RCAT,retail_wholesale
4285,RCEL,life_sciences
4286,RCKT,life_sciences
4287,RCKY,manufacturing
4288,RCLF,life_sciences
4289,RCLFU,life_sciences
4290,RCLFW,life_sciences
4291,RCM,retail_wholesale
4292,RCMT,technology
4293,RCRT,technology
4294,RCRTW,technology
4295,RDFN,real_estate
4296,RDI,technology
4297,RDIB,technology
4298,RDNT,life_sciences
4299,RDUS,manufacturing
4300,RDVT,technology
4301,REAL,retail_wholesale
4302,REBN,retail_wholesale
4303,REFI,real_estate
4304,REFR,manufacturing
4305,REG,real_estate
4306,REGN,life_sciences
4307,REKR,technology
4308,RELI,financial_markets
4309,RELL,technology
4310,RELY,technology
4311,RENB,life_sciences
4312,RENE,ipo
4313,RENEU,ipo
4314,RENEW,ipo
4315,RENT,retail_wholesale
4316,REPL,life_sciences
4317,RETA,life_sciences
4318,REVB,life_sciences
4319,REVBW,life_sciences
4320,REYN,manufacturing
4321,RFIL,technology
4322,RGCO,energy_transportation
4323,RGEN,life_sciences
4324,RGF,manufacturing
4325,RGLD,manufacturing
4326,RGLS,life_sciences
4327,RGNX,life_sciences
4328,RGP,technology
4329,RGTI,retail_wholesale
4330,RGTIW,retail_wholesale
4331,RIBT,manufacturing
4332,RICK,retail_wholesale
4333,RIGL,life_sciences
4334,RILY,finance
4335,RILYG,finance
4336,RILYK,finance
4337,RILYL,finance
4338,RILYM,finance
4339,RILYN,finance
4340,RILYO,finance
4341,RILYP,finance
4342,RILYT,finance
4343,RILYZ,finance
4344,RIOT,finance
4345,RIVN,manufacturing
4346,RKDA,life_sciences
4347,RKLB,technology
4348,RLAY,life_sciences
4349,RLMD,life_sciences
4350,RLYB,life_sciences
4351,RMBI,financial markets
4352,RMBL,technology
4353,RMBS,manufacturing
4354,RMCF,life_sciences
4355,RMGC,ipo
4356,RMNI,technology
4357,RMR,technology
4358,RMTI,life_sciences
4359,RNA,life_sciences
4360,RNAZ,life_sciences
4361,RNST,financial markets
4362,RNXT,life_sciences
4363,ROAD,manufacturing
4364,ROCK,financial_markets
4365,ROCL,ipo
4366,ROCLW,ipo
4367,ROIC,real_estate
4368,ROKU,technology
4369,ROOT,financial_markets
4370,ROP,manufacturing
4371,ROSE,ipo
4372,ROSEU,ipo
4373,ROSEW,ipo
4374,ROST,retail_wholesale
4375,ROVR,retail_wholesale
4376,RPAY,technology
4377,RPD,technology
4378,RPHM,life_sciences
4379,RPID,life_sciences
4380,RPRX,life_sciences
4381,RRBI,real_estate
4382,RRGB,retail_wholesale
4383,RRR,real_estate
4384,RSLS,life_sciences
4385,RSSS,technology
4386,RSVR,technology
4387,RSVRW,technology
4388,RTL,real_estate
4389,RTLPO,real_estate
4390,RTLPP,real_estate
4391,RUM,technology
4392,RUMBW,technology
4393,RUN,manufacturing
4394,RUSHA,retail_wholesale
4395,RUSHB,retail_wholesale
4396,RVLP,life_sciences
4397,RVMD,life_sciences
4398,RVNC,life_sciences
4399,RVPH,life_sciences
4400,RVPHW,life_sciences
4401,RVSB,financial markets
4402,RVYL,technology
4403,RWOD,ipo
4404,RWODR,ipo
4405,RWODU,ipo
4406,RXRX,life_sciences
4407,RXST,life_sciences
4408,RXT,technology
4409,RYTM,life_sciences
4410,RZLT,life_sciences
4411,SABR,technology
4412,SABS,life_sciences
4413,SABSW,life_sciences
4414,SAFT,financial_markets
4415,SAGA,ipo
4416,SAGAR,ipo
4417,SAGE,life_sciences
4418,SAIA,energy_transportation
4419,SALM,technology
4420,SAMA,ipo
4421,SAMAW,ipo
4422,SAMG,finance
4423,SANM,technology
4424,SANW,manufacturing
4425,SASI,manufacturing
4426,SASR,financial markets
4427,SATS,technology
4428,SAVA,life_sciences
4429,SBAC,real_estate
4430,SBCF,financial markets
4431,SBFG,financial markets
4432,SBGI,technology
4433,SBRA,real_estate
4434,SBSI,financial markets
4435,SBT,financial_markets
4436,SBUX,retail_wholesale
4437,SCHL,retail_wholesale
4438,SCKT,manufacturing
